Model,Composite_Score_4
R1203TS165_4 v2,7.946545768969045
R1203TS165_5 v1,9.492208378327016
R1203TS165_5 v2,9.406071367
R1203TS167_1 v1,6.829903049916011
R1203TS167_1 v2,6.941602915379714
R1203TS167_2 v1,31.98571667976949
R1203TS167_2 v2,32.61436524
R1203TS167_3 v1,8.253152233003886
R1203TS167_3 v2,8.546078074732682
R1203TS167_4 v1,7.902506281826303
R1203TS167_4 v2,7.170024350574972
R1203TS167_5 v1,7.94250035
R1203TS167_5 v2,7.213768597703945
R1203TS169_1 v1,6.2700005509361985
R1203TS169_1 v2,5.343755196950797
R1203TS169_2 v1,6.700006410949048
R1203TS169_2 v2,6.733505259
R1203TS169_3 v1,7.033418335484697
R1203TS169_3 v2,6.5895022307838165
R1203TS169_4 v1,7.770503385
R1203TS169_4 v2,8.228004182
R1203TS169_5 v1,6.833907534
R1203TS169_5 v2,6.467331439618303
R1203TS183_1 v1,8.042612390517863
R1203TS183_1 v2,8.119134638800002
R1203TS183_2 v1,9.992684506176225
R1203TS183_2 v2,11.142824676540904
R1203TS183_3 v1,7.3360676152220305
R1203TS183_3 v2,7.115022279914487
R1203TS183_4 v1,9.310623189635677
R1203TS183_4 v2,9.777339541177657
R1203TS183_5 v1,10.18687957
R1203TS183_5 v2,10.670022736316499
R1203TS189_1 v1,9.279041168729433
R1203TS189_1 v2,11.87625545380917
R1203TS189_2 v1,9.661252538180507
R1203TS189_2 v2,10.107859344203865
R1203TS189_3 v1,9.953820116197615
R1203TS189_3 v2,9.617588681584506
R1203TS189_4 v1,9.670062334159377
R1203TS189_4 v2,9.823320634
R1203TS189_5 v1,8.974907685631488
R1203TS189_5 v2,8.844748517617282
R1203TS208_1 v1,3.1262941675386022
R1203TS208_1 v2,3.0567279497325712
R1203TS231_1 v1,8.913813849704948
R1203TS231_1 v2,8.796475941995865
R1203TS231_2 v1,9.844882382
R1203TS231_2 v2,9.757445561729122
R1203TS231_3 v1,8.221353644411082
R1203TS231_3 v2,8.251154313
R1203TS231_4 v1,7.702500096723361
R1203TS231_4 v2,7.5962594681395545
R1203TS231_5 v1,29.922757289127055
R1203TS231_5 v2,56.29958365551257
R1203TS235_1 v1,7.6173942418180856
R1203TS235_1 v2,8.000050604221489
R1203TS235_2 v1,30.774371855504473
R1203TS235_2 v2,32.27383484261302
R1203TS235_3 v1,7.717041546394782
R1203TS235_3 v2,7.961269330078851
R1203TS235_4 v1,7.516349647
R1203TS235_4 v2,8.075011274396992
R1203TS235_5 v1,31.315884346334503
R1203TS235_5 v2,33.94495385482463
R1203TS238_1 v1,9.602686388102972
R1203TS238_1 v2,8.624436884935704
R1203TS238_2 v1,10.60067480088726
R1203TS238_2 v2,10.500134608267697
R1203TS238_3 v1,10.53961044069342
R1203TS238_3 v2,10.708356674939498
R1203TS238_4 v1,10.325119111342424
R1203TS238_4 v2,9.480176203332329
R1203TS238_5 v1,33.26669565240743
R1203TS238_5 v2,31.161855226538318
R1203TS241_1 v1,31.630454174103527
R1203TS241_1 v2,31.470929023785164
R1203TS241_2 v1,31.55734395310011
R1203TS241_2 v2,32.57073204300001
R1203TS241_3 v1,31.179899516338605
R1203TS241_3 v2,32.52765953793778
R1203TS241_4 v1,31.092937003213212
R1203TS241_4 v2,31.24690422647467
R1203TS241_5 v1,11.792222938926887
R1203TS241_5 v2,11.39681257
R1203TS261_1 v1,7.551254178025441
R1203TS261_1 v2,9.258181920409104
R1203TS261_2 v1,6.520003444359901
R1203TS261_2 v2,7.522519328727713
R1203TS261_3 v1,7.614543210207968
R1203TS261_3 v2,10.932475742827263
R1203TS261_4 v1,7.350001409920263
R1203TS261_4 v2,8.650580607
R1203TS261_5 v1,6.805062298030471
R1203TS261_5 v2,8.024570415673534
R1203TS267_1 v1,8.642505229
R1203TS267_1 v2,8.775539146
R1203TS267_2 v1,8.967866115799676
R1203TS267_2 v2,9.06884192
R1203TS267_3 v1,8.605001304
R1203TS267_3 v2,8.143962901404544
R1203TS267_4 v1,9.293753565485629
R1203TS267_4 v2,8.853981726761281
R1203TS267_5 v1,9.258751341150768
R1203TS267_5 v2,9.232721065860463
R1203TS272_1 v1,31.07374722141558
R1203TS272_1 v2,35.89480328662315
R1203TS272_2 v1,7.758765109934231
R1203TS272_2 v2,8.066307760026818
R1203TS272_3 v1,8.776270817418158
R1203TS272_3 v2,9.236555301
R1203TS272_4 v1,31.848079358409343
R1203TS272_4 v2,32.078731066150326
R1203TS272_5 v1,31.786300194177482
R1203TS272_5 v2,32.025154793192556
R1203TS276_1 v1,31.385720336253762
R1203TS276_1 v2,31.822493687004265
R1203TS286_1 v1,10.690455222419665
R1203TS286_1 v2,12.508961731171116
R1203TS286_2 v1,10.743317221647226
R1203TS286_2 v2,13.286656189937489
R1203TS286_3 v1,11.11137245
R1203TS286_3 v2,12.202138730487972
R1203TS286_4 v1,9.440064777
R1203TS286_4 v2,9.155102807956034
R1203TS286_5 v1,9.595086275576307
R1203TS286_5 v2,9.261426316519755
R1203TS294_1 v1,31.630454174103527
R1203TS294_1 v2,31.470929023785164
R1203TS294_2 v1,10.55057238712299
R1203TS294_2 v2,11.275472307011583
R1203TS294_3 v1,10.246892266872495
R1203TS294_3 v2,10.475392740157858
R1203TS294_4 v1,10.32072842560572
R1203TS294_4 v2,10.887336823805233
R1203TS294_5 v1,9.585495576777053
R1203TS294_5 v2,9.453145188564841
R1203TS298_1 v1,3.6375138799391413
R1203TS298_1 v2,3.4247233962786034
R1203TS304_1 v1,31.630454174103527
R1203TS304_1 v2,31.470929023785164
R1203TS304_2 v1,31.55734395310011
R1203TS304_2 v2,32.57073204300001
R1203TS304_3 v1,31.179899516338605
R1203TS304_3 v2,32.52765953793778
R1203TS304_4 v1,31.092937003213212
R1203TS304_4 v2,31.24690422647467
R1203TS304_5 v1,11.792222938926887
R1203TS304_5 v2,11.39681257
R1203TS306_1 v1,0.024493052438036383
R1203TS306_1 v2,5.906196034832507e-05
R1203TS317_1 v1,4.3720747601875766e-05
R1203TS317_1 v2,0.002607953
R1203TS317_2 v1,3.306441773892046
R1203TS317_2 v2,3.3783713179029085
R1203TS317_3 v1,2.0901274803939844
R1203TS317_3 v2,2.1318513600373077
R1203TS317_4 v1,10.226530201511206
R1203TS317_4 v2,11.549565993307219
R1203TS317_5 v1,9.616380017744557
R1203TS317_5 v2,11.185742812538953
R1203TS338_1 v1,10.209999342750645
R1203TS338_1 v2,10.255266235433563
R1203TS338_2 v1,9.548147399
R1203TS338_2 v2,9.658486058090926
R1203TS338_3 v1,9.295175265089032
R1203TS338_3 v2,9.356848265
R1203TS338_4 v1,10.438751137549092
R1203TS338_4 v2,10.188770408309514
R1203TS338_5 v1,11.53020714790458
R1203TS338_5 v2,11.103138843831633
R1203TS358_1 v1,8.151472713
R1203TS358_1 v2,9.262957771857739
R1203TS358_2 v1,8.027438436672423
R1203TS358_2 v2,8.571552955280376
R1203TS358_3 v1,7.9734035176593965
R1203TS358_3 v2,8.487769343383817
R1203TS358_4 v1,8.085801514
R1203TS358_4 v2,8.624609778387983
R1203TS358_5 v1,7.725194548551954
R1203TS358_5 v2,7.925232840990037
R1203TS367_1 v1,7.758753444383939
R1203TS367_1 v2,7.775042730127838
R1203TS369_1 v1,0.001605916
R1203TS369_1 v2,0.42899238919693755
R1203TS369_2 v1,31.53466497854646
R1203TS369_2 v2,31.77118880412557
R1203TS369_3 v1,31.803694837592523
R1203TS369_3 v2,32.53021915150731
R1203TS369_4 v1,11.328178214856013
R1203TS369_4 v2,10.965085735048632
R1203TS369_5 v1,32.054752408073725
R1203TS369_5 v2,32.33426633125363
R1203TS400_1 v1,31.27232763808132
R1203TS400_1 v2,32.88909377340458
R1203TS403_1 v1,3.655030714529204
R1203TS403_1 v2,3.389394232
R1203TS417_1 v1,8.212565784330296
R1203TS417_1 v2,8.052188170720147
R1203TS417_2 v1,9.980147578239315
R1203TS417_2 v2,10.833672508661781
R1203TS417_3 v1,2.120633184363915
R1203TS417_3 v2,2.9355165152866327
R1203TS417_4 v1,8.512795469480391
R1203TS417_4 v2,9.385370285749813
R1203TS417_5 v1,10.165274220558214
R1203TS417_5 v2,10.833754427245648
R1203TS423_1 v1,3.6375138799391413
R1203TS423_1 v2,3.4247233962786034
R1203TS435_1 v1,10.070188752265926
R1203TS435_1 v2,10.223377928605014
R1203TS435_2 v1,9.750749404582516
R1203TS435_2 v2,10.533552241270431
R1203TS435_3 v1,9.527958244739867
R1203TS435_3 v2,10.572075993092671
R1203TS435_4 v1,9.375416373448628
R1203TS435_4 v2,9.384691690787486
R1203TS435_5 v1,31.513121925399094
R1203TS435_5 v2,31.369545620067562
R1203TS448_1 v1,7.155432008436615
R1203TS448_1 v2,8.084387340619443
R1203TS448_2 v1,5.647501078732185
R1203TS448_2 v2,6.055134898706248
R1203TS448_3 v1,4.778387647992316
R1203TS448_3 v2,4.999365746770389
R1203TS448_4 v1,2.894025272961802
R1203TS448_4 v2,3.263969328366758
R1203TS448_5 v1,9.242500736411694
R1203TS448_5 v2,9.236329334130069
R1203TS450_1 v1,8.268750239915857
R1203TS450_1 v2,8.437502975561777
R1203TS450_2 v1,8.421302814889732
R1203TS450_2 v2,8.496261627693828
R1203TS450_3 v1,8.091258479339789
R1203TS450_3 v2,8.093808136939256
R1203TS450_4 v1,7.430000153517193
R1203TS450_4 v2,7.587506804293217
R1203TS450_5 v1,7.150000098076544
R1203TS450_5 v2,7.068750485978512
R1203TS456_1 v1,10.04375326368365
R1203TS456_1 v2,9.770256913903284
R1203TS456_2 v1,8.347788501
R1203TS456_2 v2,8.827573314737652
R1203TS456_3 v1,0.5973969009825382
R1203TS456_3 v2,0.14351000636003614
R1203TS456_4 v1,9.611281083146121
R1203TS456_4 v2,10.81547070388408
R1203TS456_5 v1,7.413758858035132
R1203TS456_5 v2,7.241323372
R1203TS462_1 v1,7.591258669857514
R1203TS462_1 v2,8.034508759822277
R1203TS462_2 v1,7.313760088485952
R1203TS462_2 v2,7.6740128487884665
R1203TS462_3 v1,7.916300791102252
R1203TS462_3 v2,8.089744866340313
R1203TS462_4 v1,7.595032026634331
R1203TS462_4 v2,7.885758044972616
R1203TS462_5 v1,7.876300907566369
R1203TS462_5 v2,8.205381741803414
R1203TS481_1 v1,10.017513987219768
R1203TS481_1 v2,9.680541548380543
R1203TS481_2 v1,9.575009158580803
R1203TS481_2 v2,9.553573623556138
R1203TS481_3 v1,10.36088756433215
R1203TS481_3 v2,11.243431573782253
R1203TS481_4 v1,10.374847306531152
R1203TS481_4 v2,11.46654808219617
R1203TS481_5 v1,10.397012917522991
R1203TS481_5 v2,9.968610736227014
