Model,Global_GDT
T1228v2TS286_5,55.758
T1228v1TS196_3,49.86
T1228v1TS375_1,54.728
T1228v1TS375_5,51.545
T1228v2TS167_4,42.978
T1228v2TS122_4,42.556
T1228v2TS286_1,53.558
T1228v1TS388_5,38.998
T1228v2TS022_1,45.459
T1228v1TS314_4,48.549
T1228v2TS456_4,52.669
T1228v1TS481_4,58.989
T1228v1TS015_4,40.59
T1228v2TS264_6,43.633
T1228v2TS284_3,38.904
T1228v1TS312_2,53.464
T1228v2TS145_3,54.354
T1228v1TS028_4,47.144
T1228v2TS450_2,44.195
T1228v1TS419_1,54.682
T1228v1TS293_3,52.481
T1228v2TS147_1,43.773
T1228v2TS489_3,48.97
T1228v1TS465_5,50
T1228v1TS465_4,47.987
T1228v2TS489_2,49.345
T1228v2TS139_6,40.122
T1228v2TS262_1,42.556
T1228v1TS293_2,54.822
T1228v2TS450_3,43.914
T1228v1TS028_5,49.579
T1228v2TS145_2,50.234
T1228v1TS312_3,53.652
T1228v2TS163_1,51.498
T1228v2TS284_2,40.403
T1228v1TS481_5,51.779
T1228v1TS015_5,48.408
T1228v2TS456_5,51.545
T1228v1TS314_5,49.345
T1228v1TS388_4,41.199
T1228v2TS167_5,44.803
T1228v2TS122_5,41.386
T1228v1TS375_4,53.043
T1228v1TS052_5,47.659
T1228v1TS017_5,54.354
T1228v2TS286_2,49.204
T1228v1TS196_4,52.996
T1228v2TS120_5,37.734
T1228v2TS022_2,53.933
T1228v2TS264_5,43.446
T1228v2TS019_4,43.446
T1228v2TS221_5,51.545
T1228v1TS033_4,44.195
T1228v2TS198_5,49.672
T1228v2TS163_3,52.669
T1228v1TS312_1,53.839
T1228v2TS450_1,44.991
T1228v1TS419_2,49.251
T1228v2TS262_3,50.983
T1228v1TS212_4,43.493
T1228v2TS147_2,49.204
T1228v2TS494_5,49.766
T1228v2TS139_4,37.36
T1228v2TS301_5,41.386
T1228v2TS301_4,42.556
T1228v2TS139_5,37.547
T1228v2TS489_1,50.468
T1228v2TS494_4,52.013
T1228v2TS147_3,42.463
T1228v1TS212_5,44.335
T1228v2TS262_2,51.077
T1228v1TS419_3,54.916
T1228v1TS293_1,49.86
T1228v2TS163_2,53.043
T1228v2TS145_1,40.824
T1228v2TS284_1,41.199
T1228v2TS198_4,43.305
T1228v1TS033_5,53.09
T1228v2TS264_4,52.715
T1228v1TS015_6,41.76
T1228v2TS221_4,47.706
T1228v2TS019_5,49.251
T1228v2TS022_3,53.839
T1228v2TS120_4,38.249
T1228v2TS286_3,47.425
T1228v1TS196_5,53.371
T1228v1TS052_4,59.504
T1228v1TS017_4,43.212
T1228v1TS311_5,47.893
T1228v1TS235_1,50.796
T1228v2TS345_3,49.064
T1228v2TS059_6,40.122
T1228v1TS112_2,47.238
T1228v1TS148_5,44.757
T1228v1TS091_1,43.071
T1228v2TS361_2,32.818
T1228v2TS298_3,47.472
T1228v2TS023_4,45.787
T1228v1TS274_5,49.766
T1228v2TS319_2,49.064
T1228v1TS231_5,49.906
T1228v2TS164_3,45.552
T1228v1TS425_4,49.391
T1228v1TS051_1,49.064
T1228v1TS014_1,50.562
T1228v2TS287_4,50
T1228v2TS204_2,62.032
T1228v1TS369_5,54.073
T1228v1TS208_1,51.311
T1228v2TS241_2,55.993
T1228v2TS079_3,52.481
T1228v2TS267_1,44.195
T1228v1TS369_4,50.14
T1228v1TS075_1,41.667
T1228v2TS204_3,52.154
T1228v2TS079_2,54.822
T1228v2TS241_3,48.923
T1228v2TS287_5,48.97
T1228v1TS331_1,49.064
T1228v1TS269_1,50.702
T1228v1TS425_5,48.876
T1228v2TS319_3,50.375
T1228v1TS274_4,52.013
T1228v2TS164_2,45.927
T1228v1TS231_4,53.324
T1228v2TS023_5,45.787
T1228v2TS298_2,43.258
T1228v1TS294_1,55.665
T1228v1TS110_1,50.843
T1228v2TS361_3,31.648
T1228v1TS148_4,43.633
T1228v1TS112_3,50.468
T1228v2TS345_2,53.137
T1228v1TS311_4,48.876
T1228v2TS475_5,58.427
T1228v1TS235_2,43.961
T1228v1TS112_1,40.777
T1228v2TS059_5,40.122
T1228v1TS091_2,54.541
T1228v2TS361_1,32.491
T1228v1TS110_3,46.816
T1228v1TS294_3,55.665
T1228v2TS319_1,55.852
T1228v1TS014_2,50.655
T1228v2TS304_4,51.124
T1228v1TS051_2,53.137
T1228v1TS269_3,49.813
T1228v1TS331_3,50.375
T1228v1TS462_5,44.616
T1228v2TS267_2,47.893
T1228v2TS241_1,58.567
T1228v2TS204_1,52.996
T1228v1TS075_3,44.195
T1228v2TS079_1,49.86
T1228v1TS075_2,43.305
T1228v2TS267_3,47.612
T1228v1TS462_4,44.195
T1228v1TS331_2,56.648
T1228v1TS014_3,50.281
T1228v1TS269_2,47.472
T1228v1TS051_3,56.648
T1228v2TS304_5,52.341
T1228v2TS164_1,45.037
T1228v1TS294_2,55.665
T1228v2TS298_1,40.824
T1228v1TS110_2,52.247
T1228v2TS159_1,49.345
T1228v1TS091_3,54.448
T1228v2TS345_1,47.659
T1228v2TS059_4,44.616
T1228v1TS235_3,46.348
T1228v2TS475_4,53.605
T1228v1TS311_3,45.131
T1228v1TS112_4,54.354
T1228v2TS345_5,50.515
T1228v1TS148_3,43.305
T1228v2TS361_4,31.882
T1228v1TS274_3,49.86
T1228v2TS319_4,53.137
T1228v1TS231_3,48.502
T1228v2TS164_5,45.084
T1228v2TS023_2,45.787
T1228v2TS304_1,54.167
T1228v1TS425_2,50.375
T1228v2TS204_4,48.455
T1228v1TS369_3,52.528
T1228v2TS241_4,47.004
T1228v2TS079_5,48.408
T1228v2TS287_2,50
T1228v1TS462_1,52.107
T1228v2TS287_3,52.996
T1228v1TS369_2,54.822
T1228v2TS204_5,43.633
T1228v2TS079_4,49.625
T1228v2TS241_5,50.515
T1228v1TS425_3,53.137
T1228v1TS051_6,41.058
T1228v1TS014_6,51.639
T1228v2TS023_3,45.787
T1228v2TS319_5,48.876
T1228v1TS274_2,56.32
T1228v2TS164_4,45.318
T1228v1TS231_2,51.966
T1228v2TS361_5,31.601
T1228v1TS148_2,44.569
T1228v2TS345_4,56.648
T1228v2TS059_1,41.901
T1228v1TS112_5,43.493
T1228v2TS475_1,53.464
T1228v1TS311_2,49.86
T1228v1TS235_4,38.811
T1228v2TS475_3,50.094
T1228v2TS345_6,36.283
T1228v2TS059_3,46.91
T1228v1TS110_5,47.425
T1228v1TS091_4,43.352
T1228v2TS023_1,45.787
T1228v1TS294_5,53.324
T1228v1TS014_4,49.766
T1228v2TS304_2,53.371
T1228v1TS051_4,47.659
T1228v1TS269_5,48.923
T1228v1TS425_1,55.852
T1228v1TS331_5,48.876
T1228v1TS075_5,37.687
T1228v2TS267_4,48.174
T1228v2TS287_1,51.077
T1228v1TS462_3,63.109
T1228v1TS462_2,44.991
T1228v2TS267_5,50.047
T1228v1TS369_1,53.324
T1228v1TS075_4,41.573
T1228v1TS331_4,53.137
T1228v1TS014_5,51.592
T1228v1TS269_4,49.719
T1228v1TS051_5,50.515
T1228v2TS304_3,51.639
T1228v1TS294_4,53.324
T1228v1TS231_1,51.404
T1228v1TS274_1,55.805
T1228v1TS091_5,43.399
T1228v1TS110_4,49.345
T1228v1TS148_1,48.408
T1228v2TS059_2,46.208
T1228v2TS475_2,43.961
T1228v1TS235_5,38.811
T1228v1TS311_1,47.893
